Sail.SunInertial.VMAG     Sail.DeepSpaceSail_ForceModel.AccelerationX   Sail.DeepSpaceSail_ForceModel.AccelerationY   Sail.DeepSpaceSail_ForceModel.AccelerationZ   
16.40040190954825         2.760814993777977e-07                         1.446472771721311e-06                         6.381919889014499e-07                         
16.60944786358506         2.002447111262792e-07                         1.480387220705005e-06                         6.647722624837991e-07                         
16.86937958716097         1.202787993458514e-07                         1.517309582744851e-06                         6.933843678347449e-07                         
17.1822300275436          3.487126066539831e-08                         1.557536538766449e-06                         7.243596887448774e-07                         
17.55042100088599         -5.772723710713076e-08                        1.601363503726238e-06                         7.580660905558699e-07                         
17.97687222492403         -1.592372739832458e-07                        1.649073218542793e-06                         7.949144822886877e-07                         
18.46532123848855         -2.719114427769224e-07                        1.700913321315416e-06                         8.353640725477486e-07                         
19.02034073783785         -3.986149625918924e-07                        1.757061558403457e-06                         8.799273941128983e-07                         
19.64752474923776         -5.429819014128734e-07                        1.817567871470276e-06                         9.291749210641192e-07                         
20.3537084025882          -7.096797913073622e-07                        1.882211147098451e-06                         9.837070041925994e-07                         
21.1472544439935          -9.047406901134967e-07                        1.950323814195315e-06                         1.044126442226532e-06                         
22.03841564818203         -1.136086576963054e-06                        2.020466125928065e-06                         1.110968024707154e-06                         
23.03975678492098         -1.414229732820622e-06                        2.089840366306079e-06                         1.184534869259473e-06                         
24.16663327596403         -1.753302099557994e-06                        2.153279427692886e-06                         1.264578546950959e-06                         
25.43751471429844         -2.172991102217491e-06                        2.201453087112746e-06                         1.349666119115061e-06                         
26.87459975398168         -2.698166539805015e-06                        2.21764920530343e-06                          1.435930215672519e-06                         
28.50375434686611         -3.361911241731039e-06                        2.171938174958487e-06                         1.514586142839956e-06                         
29.64309423956185         -3.87045935834718e-06                         2.088498979046855e-06                         1.552553802564638e-06                         
30.76366310838464         -4.407670987063046e-06                        1.955351261825917e-06                         1.571624295298518e-06                         
32.9095780696054          -5.525924241084798e-06                        1.521710481875227e-06                         1.53912616689128e-06                          
35.30736353795839         -6.887639234286853e-06                        6.659332005072366e-07                         1.346474668033045e-06                         
35.86445175404901         -7.210698452778001e-06                        3.953124893249758e-07                         1.269407320209219e-06                         
37.76340431634124         -8.29955782188149e-06                         -7.844314347908567e-07                        8.831701096051813e-07                         
38.21901825591289         -8.545373455965746e-06                        -1.135773108291437e-06                        7.563566927075825e-07                         
39.80128106575965         -9.309754966675968e-06                        -2.604935556751566e-06                        1.836492415145261e-07                         
40.2495069679756          -9.480993422761324e-06                        -3.10104808144332e-06                         -2.292474491523788e-08                        
40.68092277954993         -9.621974636347717e-06                        -3.616388940406635e-06                        -2.43759307552379e-07                         
41.82284077709671         -9.806978023067563e-06                        -5.181436117910504e-06                        -9.511938033794945e-07                        
43.08521537520638         -9.484213695285692e-06                        -7.321971027359227e-06                        -2.008349741196907e-06                        
43.7438055486466          -8.890257539521855e-06                        -8.660870127402703e-06                        -2.730427315513941e-06                        
44.23590115664825         -8.053419418890554e-06                        -9.800160959429988e-06                        -3.395459647594197e-06                        
44.60805718153085         -6.948254466718697e-06                        -1.078583569549712e-05                        -4.030015182805891e-06                        
44.84816726248171         -5.594351611089978e-06                        -1.155047228725213e-05                        -4.597838836275441e-06                        
44.66595309724924         -5.708921811915283e-07                        -1.201334343193999e-05                        -5.582879370667248e-06                        
43.25162535557196         3.556709861328723e-06                         -9.955556165567358e-06                        -5.235867108734204e-06                        
41.49800237445185         5.477173582510266e-06                         -7.542567196630598e-06                        -4.38341241374469e-06                         
39.4970791949245          6.233153497937815e-06                         -5.275700857083204e-06                        -3.42398124082904e-06                         
37.73617462212695         6.280998666218762e-06                         -3.6849278027379e-06                          -2.67786388470677e-06                         
35.64332647740058         5.938504707433731e-06                         -2.213509046097985e-06                        -1.930392624849169e-06                        
34.3784946080867          5.615197067941748e-06                         -1.511306134205679e-06                        -1.549788973950381e-06                        
33.2814529842068          5.29270680643021e-06                          -9.998470769708476e-07                        -1.259923368358429e-06                        
31.10410458911933         4.600810567777635e-06                         -2.123251255345096e-07                        -7.845303573392295e-07                        
29.27963490138045         4.009694465727605e-06                         2.559730477859858e-07                         -4.755137712202428e-07                        
