Sail.ElapsedDays          Sail.Sun.RMAG             Sail.Sun.SMA              
1528.050043430474         208877498.5129314         204827220.9357131         
1538.050043430474         217755710.0534259         204834392.0051789         
1548.050043430474         226160646.4664188         204836369.1798054         
1551.836769964091         229214965.4714366         204836440.5189263         
1555.389253872334         232014979.8876371         204836589.9138972         
1565.389253872334         239552979.3449832         204837633.2427875         
1575.389253872334         246578320.6139456         204837752.8698582         
1579.318605607685         249197691.0090379         204837173.0989865         
1589.318605607685         255504151.6504596         204832311.3188953         
1599.318605607685         261295243.0479967         204819884.4561844         
1609.318605607685         266573318.3213097         204797802.0457263         
1613.60331239102          268678543.846867          204785028.2644967         
1617.844711905            270670520.9427222         204769860.8913017         
1627.844711905            275006489.3907157         204722274.7079532         
1637.844711905            278839051.5924877         204657121.2929409         
1647.844711905            282171477.1854913         204573629.9228598         
1655.393790004669         284357562.2260919         204498168.1730734         
1662.589417946398         286178361.411845          204414788.2678339         
1672.589417946398         288284038.8045862         204278252.6990911         
1682.589417946398         289896902.2823866         204117452.4933937         
1692.589417946398         291017508.8964802         203932263.69078           
1702.589417946398         291645560.6802548         203722646.5777377         
1708.669531289528         291786177.2842684         203583258.6578027         
1714.811945833619         291742486.1314431         203432471.5064094         
1724.811945833619         291270501.6654765         203164231.8052256         
1734.811945833619         290299038.0274688         202867916.044698          
1744.811945833619         288823910.6725962         202543755.5431231         
1754.811945833619         286839866.2450501         202191974.7541746         
1764.811945833619         284340551.105564          201812849.3738256         
1774.811945833619         281318480.4899287         201406829.4273221         
1784.811945833619         277765001.9189444         200974555.236542          
1794.811945833619         273670262.517539          200516238.4436579         
1804.811945833619         269023178.456451          200031820.206876          
1814.811945833619         263811412.8224987         199523204.1978883         
1824.811945833619         258021411.675198          198993081.2393965         
1834.811945833619         251638510.1350049         198445191.3254199         
1844.811945833619         244647142.9884727         197884530.1701219         
1854.811945833619         237031245.6768327         197317799.6566726         
1864.811945833619         228774959.4826935         196754146.2454854         
1874.811945833619         219863831.8982352         196205954.0240787         
1884.811945833619         210286851.8206796         195689768.4698987         
1894.811945833619         200039807.4144992         195224738.3380461         
1904.811945833619         189130787.1765559         194836082.6677552         
1914.811945833619         177589954.3980208         194555938.9263397         
1921.121598407244         170011745.8062528         194449914.9240691         
1926.873608579455         162931543.7056579         194406397.1143468         
1936.873608579455         150337277.1818515         194453580.507728          
1946.873608579455         137632001.9981518         194621145.0330432         
1949.069437820744         134869478.6598985         194663223.054671          
1956.324643249693         125949037.2487004         194785997.7146857         
1958.032914760308         123917283.4183763         194804763.6464367         
1963.964338918882         117171450.6770429         194842361.6341476         
1965.667763970643         115344827.8473125         194844535.3264441         
1967.329068736126         113621260.7686691         194846738.6294903         
1971.901475348412         109221348.1944444         194877143.2902845         
1977.557224622458         104633083.7765216         195055022.3086631         
1981.063344684702         102364630.6700916         195333417.4102834         
1984.25325975574          100741328.9831368         195769379.4192694         
1987.436964958582         99577721.57288876         196428885.8297044         
1990.62865370906          98898150.84194414         197352968.0640666         
2000.62865370906          100074760.3462198         201930441.1391658         
2010.273137115768         105736574.5923562         207511190.3192952         
2018.080013307412         112956019.7113414         211418760.2927097         
2025.831067409115         121773500.3492972         214176280.8404522         
2032.44790550067          130154500.3799631         215691814.0496396         
2040.515471536335         140985437.0510049         216781786.8821279         
2045.636502390942         148038604.1688471         217182983.6248407         
2050.291571169324         154492351.4042365         217422252.3231054         
2060.291571169324         168299132.8858447         217691076.4949977         
2069.66447573496          180971322.3413893         217785889.1947548         
2076.016838081818         189336049.7513846         217810276.5463383         
2082.318971712219         197424138.5314317         217820451.9692519         
2092.318971712219         209788011.3829922         217826292.3849444         
2096.763706693473         215089465.2451851         217826477.3809385         
2101.149509143619         220200769.980485          217826838.3822773         
2111.149509143619         231405442.8050454         217830176.7881493         
2121.149509143619         241984071.9846713         217834062.4630041         
2124.025829626047         244911463.4006603         217834946.666303          
2126.674652223363         247562025.2407763         217835692.4374762         
2136.674652223363         257180676.7948762         217836932.0150331         
2146.674652223363         266195047.7345325         217833229.814509          
2156.674652223363         274617938.0298642         217822593.9822588         
2159.723210913657         277070057.4179161         217817800.8500312         
2162.982546518815         279632673.2806638         217811708.944092          
2172.982546518815         287119009.0642937         217785970.0741612         
2182.982546518815         294047893.4771045         217749045.8693726         
2192.982546518815         300431150.292402          217700524.0950064         
2202.982546518815         306279594.458674          217640362.9118305         
2209.568809221088         309844189.0498433         217594459.409527          
2215.830377019247         313024220.3503893         217545647.6574934         
2225.830377019247         317685893.8846577         217456706.5166598         
2235.830377019247         321841250.250215          217354506.828657          
2245.830377019247         325496773.4517314         217239377.9783374         
2255.830377019247         328657917.0343989         217111671.5513314         
2265.830377019247         331329136.6384614         216971762.7311943         
2275.830377019247         333513913.0697029         216819979.0707836         
2285.830377019247         335214774.5756313         216655948.8468917         
2295.316479726393         336382469.2454267         216488059.5337764         
2305.316479726393         337144207.6971703         216298283.8005752         
2315.316479726393         337424141.8849843         216095564.6810809         
2325.316479726393         337221102.5352503         215880050.0389975         
2335.316479726393         336532943.8148768         215651849.379815          
2345.316479726393         335356520.9705153         215411044.1990732         
2355.316479726393         333687658.7659414         215157728.3729229         
2365.316479726393         331521104.5999546         214891987.3120977         
2375.316479726393         328850469.4090491         214613795.5578846         
2385.316479726393         325668167.2724657         214323131.4661635         
2394.255411669295         322383213.439545          214052616.7123065         
2404.255411669295         318206471.4402804         213737361.1888838         
2414.255411669295         313488565.7113168         213408849.9947688         
2424.255411669295         308216328.9221008         213067332.1652873         
2434.255411669295         302374841.4950166         212713199.6404317         
2444.255411669295         295947269.4572211         212347106.8703443         
2454.255411669295         288914679.3248643         211970095.2173798         
2464.255411669295         281255836.5210622         211583572.1882668         
2474.255411669295         272947009.9182405         211189580.4331177         
2484.255411669295         263961789.3554887         210791148.8247921         
2494.255411669295         254270954.229778          210392687.1181258         
2504.255411669295         243842473.0666264         210000568.157139          
2514.255411669295         232641780.8190602         209623959.7880695         
2524.255411669295         220632617.6395963         209275973.3067346         
2534.255411669295         207778924.3698882         208973908.4139039         
2544.255411669295         194048750.5268714         208742836.1471637         
2554.255411669295         179422805.5516751         208618172.0944607         
2561.901704972803         167640047.3839846         208621137.6299562         
2571.901704972803         151500432.6084727         208786816.7993703         
2578.377836931253         140679344.0897473         208998285.2668178         
2584.186454068022         130815688.2577585         209241888.8145854         
2589.514819470209         121739171.6155754         209479909.653549          
2595.418654163917         111829181.0907941         209697292.6643951         
2597.229006715625         108862174.4155397         209740116.1278056         
2601.88309540087          101503649.9642274         209800801.2501502         
2603.13175006193          99617101.81665775         209804867.6229052         
2607.559766306953         93345038.38073877         209841367.2209167         
2611.52656727457          88454886.86386719         210029718.7485722         
2612.858363723131         87008616.59134537         210168564.0684176         
2616.786967146636         83435927.01372638         210993536.2817741         
2619.754204049797         81527072.12880629         212202488.0009097         
2622.130564437804         80551224.89610772         213650326.4110359         
2624.716631846899         80087371.87993251         215755792.9842033         
2629.144927320314         80789032.56062369         220512592.9243299         
2633.544158192697         83306645.80851133         226034838.7277916         
2642.415576443604         92978767.47682889         235875104.3648027         
2650.560127121124         105461156.6727794         241063510.828448          
2660.560127121124         122983953.2907564         243693406.4387691         
2669.691691097807         139629806.9892745         244483306.5652216         
2677.650872473361         154049096.9589477         244710918.7437516         
2684.246452870229         165753746.0493472         244778566.623392          
2694.246452870229         182921707.445596          244807997.3124762         
2701.58097349032          195017350.3585581         244812412.6861133         
2711.58097349032          210803911.5896401         244818764.9359958         
2721.329049905053         225413386.0490896         244831536.3799497         
2726.756148291421         233220673.3060122         244839090.7179592         
2736.756148291421         247014136.9846625         244854975.0751396         
2746.756148291421         260067795.3160139         244870719.9127577         
2756.756148291421         272414924.0899502         244882095.5385357         
2764.23057963933          281201451.0781584         244886574.2321348         
2771.50046968093          289397980.9412555         244887291.243505          
2781.50046968093          300129731.7660922         244881749.141528          
2791.50046968093          310256722.6330119         244868161.8633074         
2801.50046968093          319802973.0859202         244846439.4160118         
2811.50046968093          328790175.3352126         244816689.9077088         
2821.50046968093          337237890.0770059         244779297.8784491         
2831.50046968093          345163759.7065662         244734232.5702009         
2841.50046968093          352583747.0845361         244681282.60482           
2851.50046968093          359512208.9379901         244620841.3325588         
2861.50046968093          365962018.5363792         244553308.3830457         
2871.50046968093          371944703.5374835         244479083.2580267         
2881.50046968093          377470566.5896934         244398575.5146821         
2891.50046968093          382548785.7187617         244312111.8423376         
2901.50046968093          387187500.0318298         244219898.870582          
2911.50046968093          391393894.159893          244122188.4051026         
2920.042518271624         394649416.2517241         244034546.20594           
2928.365878540866         397525882.3374715         243945200.7923103         
2938.365878540866         400599777.0697104         243832632.1956569         
2948.365878540866         403260649.8127684         243714522.799879          
2958.365878540866         405511971.0501494         243591023.5521237         
2968.365878540866         407356515.4145706         243462290.9136139         
2978.365878540866         408796382.3432249         243328465.2937058         
2988.365878540866         409833006.7861817         243189567.523194          
2998.365878540866         410467175.3860519         243045610.1624837         
3008.365878540866         410699036.5438914         242896625.5819473         
3018.365878540866         410528099.7757131         242742628.6920835         
3028.365878540866         409953230.0517663         242583609.731257          
3038.365878540866         408972637.4939231         242419534.1612347         
3048.365878540866         407583862.1923684         242250348.1836672         
3058.365878540866         405783753.6593035         242076014.2615953         
3068.365878540866         403568439.2516212         241896508.6022764         
3078.365878540866         400933282.8486061         241711699.4692834         
3088.365878540866         397872847.2661679         241521431.6252789         
3098.365878540866         394380845.7884067         241325419.0299572         
3108.365878540866         390450078.6598618         241123255.7092372         
3118.365878540866         386072356.888777          240914799.5748641         
3128.365878540866         381238415.2887189         240699903.2196662         
3138.365878540866         375937811.4038086         240478418.166222          
3148.365878540866         370158806.6942692         240250255.0553802         
3158.365878540866         363888220.3042291         240015415.7818902         
3168.365878540866         357111255.5758327         239773845.5887111         
3178.365878540866         349811306.3776844         239525531.1902728         
3188.365878540866         341969722.373446          239270593.2948423         
3198.365878540866         333565524.8930897         239009315.5398933         
3208.365878540866         324575067.0974284         238742204.3620576         
3218.365878540866         314971626.4621303         238470081.6788366         
3228.365878540866         304724915.2568209         238194225.8438028         
3238.365878540866         293800491.3210756         237916670.9683662         
3248.365878540866         282159043.1415072         237640584.5784045         
3258.365878540866         269755538.3973344         237370525.8074831         
3268.365878540866         256538239.659585          237113292.9565905         
3278.365878540866         242447600.5912169         236879204.5767365         
3288.365878540866         227415159.8755449         236683973.6378364         
3298.365878540866         211362772.6822193         236551497.5069551         
3308.033293175144         194792436.8121595         236517593.6747637         
3318.033293175144         176473830.9525264         236636431.1529013         
3328.033293175144         156874412.5276555         236996306.1896924         
3330.836070908288         151144478.4935272         237154390.9214283         
3333.774216125614         145027142.7528949         237352770.0809139         
3343.774216125614         123412189.7994791         238303927.1318611         
3350.033032599447         109400132.2598901         239068474.9048694         
3352.939022353177         102847009.0537689         239421240.7454745         
3354.826709615252         98603478.1530156          239625264.9763656         
3356.533648896508         94792403.08342677         239791625.6291415         
3358.648748135729         90130217.66082132         239947400.8459135         
3360.333372416677         86489144.50198457         240022317.6099917         
3362.018558537067         82937564.85605681         240072657.9457839         
3363.195689292606         80526269.59055696         240085922.5010136         
3366.073275919556         74955908.32747875         240141752.959235          
3366.876584194342         73503873.36583051         240184126.625367          
3367.648004106337         72160614.5010338          240252077.269609          
3373.583679701933         64067706.04858781         243094105.8375205         
3376.114995802553         62212071.1564247          246812526.2877996         
3378.757673985328         61542343.31965042         253081527.8904089         
3380.860504605447         61987259.25004471         259675410.4119519         
3382.785249639881         63143032.50862437         266519479.0535844         
3388.116672264903         69608401.38411474         284870040.6077747         
3394.478145187026         81668919.97088891         298257764.7271577         
3398.671636058632         90985279.39483126         302386841.0599636         
3401.343140609668         97195853.0162282          303873201.6756881         
3408.361054734141         113889071.2990614         305656720.7823317         
3412.108837484713         122812910.0986444         305998608.4414187         
3415.636295565313         131133492.8744918         306168316.296346          
3418.999382566148         138964550.6437087         306245199.6580111         
3422.090338310325         146059031.4589082         306280861.1380424         
3432.090338310325         168259273.9515689         306319743.541898          
3436.831682103333         178369256.3185262         306325134.9577194         
3441.112808373608         187269940.9660649         306338198.0590006         
3451.112808373608         207247465.8102453         306382022.3825001         
3457.66836714833          219756675.4729253         306414851.897042          
3463.682763789384         230848782.722947          306451437.1206249         
3473.682763789384         248527703.5942402         306516725.0768899         
3483.682763789384         265320204.2472535         306578281.0271674         
3491.557520654347         277965777.1591594         306621085.9619308         
3499.282278199182         289907535.9140647         306658602.780718          
3509.282278199182         304727496.9657986         306700347.3672585         
3519.282278199182         318871575.8545166         306733159.0624025         
3529.282278199182         332382907.448385          306756964.4540359         
3539.282278199182         345299325.4161365         306772206.5209132         
3549.282278199182         357654164.6128442         306779529.1075181         
3559.282278199182         369476931.3434771         306779647.9826642         
3569.282278199182         380793869.62534           306773221.363183          
3579.282278199182         391628464.5724841         306760775.3168037         
3589.282278199182         402001774.9581391         306742861.1244804         
3599.282278199182         411932728.8147407         306719806.8503832         
3609.282278199182         421438397.0111855         306691998.4661314         
3619.282278199182         430534228.8677014         306659919.5147187         
3629.282278199182         439234244.7069373         306623995.1421339         
3639.282278199182         447551198.2404713         306584589.409128          
3649.282278199182         455496715.9305352         306542022.9522004         
3659.282278199182         463081417.0220391         306496591.9277639         
3669.282278199182         470315017.5044298         306448599.2797961         
3679.282278199182         477206417.8590895         306398295.929081          
3689.282278199182         483763773.3839284         306345740.8230196         
3699.282278199182         489994563.6946567         306291040.0282702         
3709.282278199182         495905657.128059          306234352.6766526         
3719.282278199182         501503364.6514131         306175632.6237079         
3729.282278199182         506793486.5156689         306114904.3250019         
3739.282278199182         511781343.8268862         306052258.1822039         
3749.282278199182         516471813.2986016         305987780.9314769         
3759.282278199182         520869359.747736          305921585.9622416         
3769.282278199182         524978061.8397506         305853758.5240713         
3779.282278199182         528801629.9302587         305784251.124434          
3789.282278199182         532343432.0543566         305713065.7343459         
3799.282278199182         535606518.0126284         305640253.8134604         
3809.282278199182         538593635.2206388         305565859.568379          
3819.282278199182         541307242.6444519         305489916.701987          
3829.282278199182         543749523.7221196         305412452.7173109         
3839.282278199182         545922398.3262017         305333499.5969664         
3849.282278199182         547827533.6770811         305253123.8500741         
3859.282278199182         549466349.3284494         305171377.9510457         
3869.282278199182         550840017.6841427         305088207.4919164         
3879.282278199182         551949474.9673108         305003588.3262227         
3889.282278199182         552795428.9264187         304917530.2091445         
3899.282278199182         553378360.549982          304830039.1596396         
3909.282278199182         553698525.1172875         304741111.9899954         
3919.282278199182         553755952.9760268         304650736.8716545         
3929.282278199182         553550450.1494721         304558902.0612385         
3939.282278199182         553081598.2619709         304465634.0392281         
3949.282278199182         552348747.8055063         304370958.6813131         
3959.282278199182         551351009.8545873         304274799.0007565         
3969.282278199182         550087258.1942564         304177088.4958858         
3979.282278199182         548556126.3070525         304077785.5008585         
3989.282278199182         546755999.6417077         303976845.4939278         
3999.282278199182         544685007.2977551         303874213.6276549         
4009.282278199182         542341013.154235          303769821.9549386         
4019.282278199182         539721606.5209277         303663597.033194          
4029.282278199182         536824091.0492075         303555516.04241           
4039.282278199182         533645465.0997343         303445534.442399          
4049.282278199182         530182402.4180978         303333443.6264665         
4059.282278199182         526431240.1415546         303219119.4006445         
4069.282278199182         522387959.0642654         303102467.4902355         
4079.282278199182         518048158.5737199         302983396.4350284         
4089.282278199182         513407028.915192          302861808.752002          
4099.282278199182         508459320.415208          302737594.8010274         
4109.282278199182         503199309.5265043         302610641.0276162         
4119.282278199182         497620759.2105473         302480918.1028841         
4129.282278199182         491716866.3587681         302348432.3393019         
4139.282278199182         485480208.1594919         302213061.1262358         
4149.282278199182         478902688.5508586         302074687.123745          
4159.282278199182         471975469.9574032         301933230.349641          
4169.282278199182         464688892.9122351         301788628.5006591         
4179.282278199182         457032383.8586763         301640827.849166          
4189.282278199182         448994348.8334925         301489774.0266454         
4199.282278199182         440562050.5339899         301335427.6790874         
4209.282278199182         431721462.1066471         301177911.0613198         
4219.282278199182         422457087.1301095         301017426.4000781         
4229.282278199182         412751755.0477977         300854072.0699221         
4239.282278199182         402586381.3445399         300688035.8269383         
4249.282278199182         391939671.6143268         300519663.6784167         
4259.282278199182         380787760.7962302         300349489.9969926         
4269.282278199182         369103771.4715055         300178297.3586671         
4279.282278199182         356857267.7611964         300007203.2495049         
4289.282278199182         344013573.3374736         299837841.4974668         
4299.282278199182         330532905.4506919         299672828.0162526         
4309.282278199182         316369258.9964644         299515950.3562302         
4319.282278199182         301468969.6999812         299372502.4350275         
4329.282278199182         285768824.4176992         299250425.3644394         
4339.282278199182         269193528.6394984         299161878.0425717         
4349.282278199182         251652270.0122639         299125825.6249456         
4359.282278199182         233033995.8389831         299172618.6958365         
4369.282278199182         213200879.2986876         299352413.7146848         
4379.282278199182         191979388.4308372         299751449.7116941         
4389.282278199182         169148837.4039443         300529140.5867093         
4399.282278199182         144430936.0244288         301992882.143998          
4406.779128694547         124469474.5610873         303872063.7403157         
4416.779128694547         95755718.58001633         308117982.9914127         
4418.409309407998         90863602.34160899         309019681.6030529         
4419.912814669104         86312491.40438816         309889596.1892396         
4422.902821525819         77195418.51623957         311641239.7812909         
4423.604903548799         75052987.60871814         312013914.8177976         
4424.259691729025         73058769.89597136         312342109.7383444         
4426.480388600594         66361506.92768766         313274844.6287415         
4427.013415537218         64779722.49329296         313418388.5223169         
4429.243723122247         58358103.00849187         313753578.1975479         
4431.49707486347          52407655.09937594         313958323.7815009         
4432.623570186774         49756815.57073506         314491823.341865          
4433.417949424311         48063959.76827595         315347770.7720662         
4435.204783036355         44936639.84284444         320096111.4170505         
4436.823222933916         43121878.1113606          330340519.7572649         
4439.068495199401         42552606.5715754          358664676.7083369         
4441.327846775599         44379673.47249371         402489083.6452063         
4443.530261070027         48170464.96625316         448282022.141783          
