Sail.ElapsedDays          Sail.Earth.RMAG           Sail.Earth.SMA            
990.0049680044795         320072242.5697394         -216.1962723973329        
1000.004968004479         317939125.2399932         -234.657370647066         
1010.004968004479         314344580.057441          -255.54061233554          
1020.004968004479         309236490.6020166         -280.0882357621671        
1030.004968004479         302636698.2450955         -308.0354776448502        
1034.529169520105         299165472.6335503         -321.8898247664121        
1038.725206111048         295675913.2675987         -335.6764879448132        
1048.725206111048         286338583.0865023         -373.02861453184          
1058.725206111048         275653324.4029204         -416.2374891065146        
1062.993596055745         270705470.3400044         -436.5533098760961        
1066.932664264998         265941373.211013          -456.6630419341496        
1076.932664264998         253051529.0314057         -515.2148092647591        
1086.932664264998         239170365.1935895         -584.4015413345952        
1093.785658380904         229173019.3084731         -638.2860327802578        
1100.64108339194          218840233.0373932         -700.0849468640816        
1110.64108339194          203341831.0721305         -807.2999117722547        
1120.64108339194          187582618.1012705         -934.7296734476182        
1130.64108339194          171836717.2145652         -1090.202500911849        
1140.64108339194          156483413.8799871         -1284.600881708878        
1150.64108339194          141962439.0246171         -1518.249515964813        
1160.64108339194          128775711.6418838         -1805.233868948325        
1170.64108339194          117569060.1887686         -2161.860392717736        
1180.64108339194          108997769.2101419         -2573.388968781091        
1190.64108339194          103651424.6083114         -3036.470819559402        
1200.64108339194          101889703.6346636         -3528.531809668678        
1210.64108339194          103588576.1291547         -3934.058631988793        
1220.64108339194          108243134.7316425         -4157.140117136975        
1230.64108339194          115090032.9758791         -4148.308673956234        
1240.64108339194          123298768.2454182         -3863.664323418468        
1250.64108339194          132183668.7216374         -3397.418871990975        
1260.64108339194          141147950.7256388         -2893.314359301053        
1270.64108339194          149719533.8939475         -2404.915281201664        
1280.64108339194          157558378.1443144         -1973.090914753854        
1290.64108339194          164347334.5107516         -1625.113130077209        
1300.64108339194          169849014.5621179         -1342.835146745395        
1310.64108339194          173881753.3224502         -1114.368822287335        
1319.885886045067         176133458.1452225         -948.9373831806301        
1329.885886045067         176850392.8218978         -805.5202889518022        
1335.152281580627         176478572.3571898         -741.3643861560103        
1345.152281580627         174273912.3961431         -640.226604770742         
1351.657857339513         171756910.2447098         -587.6423217208925        
1356.813660957861         169156290.7234953         -551.6796773107731        
1363.552570165903         164956457.558727          -511.3474781389928        
1371.159419493099         159139419.6396259         -474.9141558481925        
1374.416775395326         156308252.7703712         -462.5497490837156        
1377.213103256629         153722476.0686564         -453.4237387070344        
1380.606868251871         150400562.4824874         -444.1133928293526        
1383.921265051144         146973205.052193          -436.810992123035         
1386.908300281928         143740356.2811952         -431.7120750667968        
1391.585987521827         138429940.8152981         -426.5110559643739        
1396.353579419785         132748159.6312138         -424.7753270524192        
1399.591800309881         128761273.5522672         -425.8703487643612        
1402.968938765382         124518574.3447348         -429.1349319494434        
1406.926877031186         119472128.3337298         -435.694360955449         
1414.938048483313         109207445.5094618         -457.4357233263642        
1421.712697725652         100740725.0124395         -483.3367352635523        
1430.936016414849         90040359.13222906         -526.6866909522994        
1440.156368061351         80938507.75449575         -575.526382928052         
1450.156368061351         73729367.04042669         -623.3762984358916        
1453.880919216161         71925245.89098953         -636.9193680943657        
1457.62012941184          70652869.57185525         -647.6522392555971        
1467.62012941184          70079520.64819898         -662.0330642739419        
1473.19550685924          71589877.32955997         -660.3753712992788        
1483.19550685924          77414467.62693693         -639.7084132564463        
1490.287060214639         83692604.77309686         -615.71571781697          
1500.287060214639         95022234.57962893         -576.3529748065257        
1508.050043430474         105458539.1253164         -542.9443354205174        
1518.050043430474         120598639.6182864         -499.6426994036909        
1528.050043430474         137243196.4064022         -460.5490670932291        
1538.050043430474         155062069.6372112         -424.8730708777462        
1548.050043430474         173795436.1127784         -392.9150930732886        
1551.836769964091         181070988.155456          -382.1458343776501        
1555.389253872334         187967993.7717678         -372.6522934396047        
1565.389253872334         207677598.1516416         -347.9696765069802        
1575.389253872334         227674747.933504          -325.9778050225485        
1579.318605607685         235561073.1036648         -318.3165314609023        
1589.318605607685         255582721.9279833         -300.9236176892531        
1599.318605607685         275403605.2416648         -285.1414740368324        
1609.318605607685         294831732.7673084         -271.4728949788437        
1613.60331239102          302982764.794029          -266.3173932650469        
1617.844711905            310929728.6483055         -261.4742925194381        
1627.844711905            329127836.5237134         -250.5386710253144        
1637.844711905            346419403.8932769         -240.9317966522876        
1647.844711905            362615938.2779011         -232.7258144407606        
1655.393790004669         374036300.7263799         -226.82525950792          
1662.589417946398         384208045.4523775         -221.6177935650612        
1672.589417946398         397062677.4406648         -215.3936808044693        
1682.589417946398         408319794.3161603         -209.673666970278         
1692.589417946398         417866115.7718062         -204.373507854077         
1702.589417946398         425567163.1246413         -199.9823505456197        
1708.669531289528         429315960.1038631         -197.4848842196018        
1714.811945833619         432370176.0249518         -195.0094645154604        
1724.811945833619         435711592.6124189         -191.4531282058992        
1734.811945833619         436984519.9970327         -188.6146731308864        
1744.811945833619         436191582.5103548         -185.9216116035848        
1754.811945833619         433315671.2693121         -183.7330732147732        
1764.811945833619         428379487.9335778         -182.1733554441293        
1774.811945833619         421459254.3987365         -180.7498140051578        
1784.811945833619         412611634.8000275         -179.8601854334413        
1794.811945833619         401947427.4088988         -179.5247107335603        
1804.811945833619         389614845.3974992         -179.3111831673201        
1814.811945833619         375743548.9814501         -179.6516085430214        
1824.811945833619         360525171.2365659         -180.437636011952         
1834.811945833619         344170786.5052505         -181.2693342197159        
1844.811945833619         326878176.0146362         -182.5967048917448        
1854.811945833619         308913594.1518056         -184.1400947609448        
1864.811945833619         290553473.0568578         -185.4891515290412        
1874.811945833619         272079383.3109004         -187.0424117604245        
1884.811945833619         253859049.2353566         -188.2592720465047        
1894.811945833619         236286746.3744413         -188.6330165745658        
1904.811945833619         219806745.1529377         -188.3418501200223        
1914.811945833619         204990550.4503826         -186.4682025129337        
1921.121598407244         196782842.6197318         -184.1236187740891        
1926.873608579455         190240263.8376699         -181.266110209788         
1936.873608579455         181436368.5119283         -174.2844674296767        
1946.873608579455         176533572.8838537         -164.0290397573571        
1949.069437820744         176040201.3006086         -161.3562048679067        
1956.324643249693         175989008.0106465         -151.7361195886427        
1958.032914760308         176335285.2681362         -149.3217719857981        
1963.964338918882         178598742.4358478         -140.6055369394531        
1965.667763970643         179548768.6805243         -138.0378111075153        
1967.329068736126         180600844.9302317         -135.5207384509915        
1971.901475348412         184113280.1204957         -128.6069039115617        
1977.557224622458         189611616.1943836         -120.4099560856562        
1981.063344684702         193579653.7777728         -115.7639309399111        
1984.25325975574          197505206.2282054         -111.9411212709273        
1987.436964958582         201676851.1186201         -108.574669123985         
1990.62865370906          206068581.0923594         -105.6978475865769        
2000.62865370906          220727558.1330533         -100.1764571050978        
2010.273137115768         235422897.4655048         -99.79425194710102        
2018.080013307412         247287199.1436637         -102.6636204859112        
2025.831067409115         258849209.8603978         -107.7361651451953        
2032.44790550067          268467340.9675427         -113.3718319890665        
2040.515471536335         279774519.484746          -121.5678866748478        
2045.636502390942         286648675.4724174         -127.5222852771103        
2050.291571169324         292655476.3123072         -133.4361612202408        
2060.291571169324         304665911.0110881         -147.6179636750572        
2069.66447573496          314646930.037325          -162.6980706141257        
2076.016838081818         320598010.1506447         -174.232074598556         
2082.318971712219         325787787.733624          -186.9231685442755        
2092.318971712219         332472618.5261585         -209.5568282848793        
2096.763706693473         334801607.6923408         -220.7086976335179        
2101.149509143619         336692679.6290271         -232.5658882680784        
2111.149509143619         339440611.8351803         -263.46778944583          
2121.149509143619         339982118.8338277         -299.9875789751277        
2124.025829626047         339726183.0262499         -311.6051388933001        
2126.674652223363         339326197.2783749         -322.8369933156102        
2136.674652223363         336392519.5644971         -370.8282287421077        
2146.674652223363         331254401.1306054         -428.8470820602219        
2156.674652223363         324015307.0501451         -497.1319442455821        
2159.723210913657         321405008.4857461         -520.4504325608489        
2162.982546518815         318412870.4217805         -546.9540382592498        
2172.982546518815         308012518.7793196         -639.1934003782255        
2182.982546518815         295966479.2527238         -745.4787592229779        
2192.982546518815         282523454.2018692         -866.3978291757384        
2202.982546518815         268022924.9176041         -1003.492280874347        
2209.568809221088         258103274.3608479         -1097.098985391387        
2215.830377019247         248537878.2269774         -1185.162323108713        
2225.830377019247         233324841.7950528         -1321.896876348887        
2235.830377019247         218787806.0592021         -1443.393917302525        
2245.830377019247         205667840.2873047         -1526.711555189675        
2255.830377019247         194802448.946437          -1569.441384044148        
2265.830377019247         187093230.4224853         -1573.080504664705        
2275.830377019247         183278092.6142629         -1530.542050968858        
2285.830377019247         183846927.5692734         -1458.279430771676        
2295.316479726393         188507305.0081851         -1375.75560924283         
2305.316479726393         197391323.8510518         -1273.210976061055        
2315.316479726393         209721684.3606246         -1167.135937849873        
2325.316479726393         224684146.5631116         -1066.494126297427        
2335.316479726393         241459921.5506438         -967.0027322519095        
2345.316479726393         259348010.5407913         -873.8742783179168        
2355.316479726393         277696692.2914864         -790.2691122981287        
2365.316479726393         295979876.8367379         -711.5317320986723        
2375.316479726393         313770604.8679944         -640.0082355603483        
2385.316479726393         330665205.8328778         -576.7697528809408        
2394.255411669295         344759563.8302172         -524.2883346417876        
2404.255411669295         359156755.2769673         -471.2316327767534        
2414.255411669295         371853460.3511692         -424.7734213244938        
2424.255411669295         382669502.0589827         -382.4815925071562        
2434.255411669295         391438241.3724101         -344.8493163386027        
2444.255411669295         398004811.8764505         -312.0931855309952        
2454.255411669295         402294511.6801583         -282.4998448766868        
2464.255411669295         404230885.2830618         -256.3723149686197        
2474.255411669295         403769530.2584741         -233.6618986684076        
2484.255411669295         400943814.9960487         -213.164816127013         
2494.255411669295         395782146.6696454         -195.0670161641854        
2504.255411669295         388366822.2760008         -179.1979547259337        
2514.255411669295         378853945.1658363         -164.7179907299973        
2524.255411669295         367401208.3082216         -151.7381992736575        
2534.255411669295         354243133.9966288         -140.027350670221         
2544.255411669295         339689348.8252389         -128.996023709671         
2554.255411669295         324072046.0291689         -118.6952487413283        
2561.901704972803         311681812.6496021         -111.1703624605425        
2571.901704972803         295314665.2830749         -101.4208894252492        
2578.377836931253         284847245.2489457         -95.18424623029064        
2584.186454068022         275698275.3434626         -89.6995222442047         
2589.514819470209         267609958.99818           -84.74232623831863        
2595.418654163917         259084555.0029793         -79.37473876964216        
2597.229006715625         256572631.8735357         -77.77820040153017        
2601.88309540087          250342481.6862446         -73.85570049601793        
2603.13175006193          248725670.1201909         -72.86357880546392        
2607.559766306953         243164464.4615706         -69.64015097315787        
2611.52656727457          238381611.9973094         -67.27454787405874        
2612.858363723131         236810699.3282287         -66.61963882385855        
2616.786967146636         232258631.8673078         -65.17826533338889        
2619.754204049797         228889164.8384368         -64.65029228906604        
2622.130564437804         226231949.810706          -64.6221115768621         
2624.716631846899         223391406.4250618         -65.01948731986191        
2629.144927320314         218716977.6784294         -66.76646043242999        
2633.544158192697         214470715.6532734         -69.77655887395495        
2642.415576443604         208056596.8664857         -78.84217610798227        
2650.560127121124         205840241.9717106         -88.88694207241846        
2660.560127121124         208753895.9170497         -100.8671501852495        
2669.691691097807         216582640.5787646         -110.3024030771396        
2677.650872473361         226804244.3704825         -117.2743512237032        
2684.246452870229         237219253.7618612         -122.1537486555644        
2694.246452870229         255583249.8830579         -128.1824698383444        
2701.58097349032          270478750.4153715         -131.9991979376424        
2711.58097349032          292024900.4483112         -136.6799857930036        
2721.329049905053         313794561.7409262         -140.7110588115856        
2726.756148291421         326027692.981151          -142.947002239828         
2736.756148291421         348430080.2008629         -147.3345901398561        
2746.756148291421         370298281.1586683         -151.9025082977382        
2756.756148291421         391252101.3159932         -156.9428865364887        
2764.23057963933          406096642.1751924         -161.3171449690229        
2771.50046968093          419736715.5260637         -165.9647545720225        
2781.50046968093          437032550.3809258         -172.9682578746587        
2791.50046968093          452378440.2096434         -181.3404432424608        
2801.50046968093          465559744.8357374         -191.0229659929573        
2811.50046968093          476405323.6763604         -201.9591076440385        
2821.50046968093          484731110.7231535         -214.9636129160919        
2831.50046968093          490427650.8930286         -229.8893893847167        
2841.50046968093          493416935.0907158         -246.8054705117289        
2851.50046968093          493625243.5283546         -266.7418337508227        
2861.50046968093          491066455.7745219         -289.3765972036834        
2871.50046968093          485773796.0968001         -314.9216080541302        
2881.50046968093          477807631.0672719         -344.6687796821182        
2891.50046968093          467320530.2772115         -377.8673780016371        
2901.50046968093          454472999.1781693         -414.7996582758502        
2911.50046968093          439478494.657498          -456.9942344301649        
2920.042518271624         425197820.4750831         -495.9036498868157        
2928.365878540866         410168352.6287301         -536.1266673257452        
2938.365878540866         390959838.9223118         -589.3053653333145        
2948.365878540866         370939429.290481          -645.7378159879005        
2958.365878540866         350600425.784586          -703.0921211781583        
2968.365878540866         330536098.7503009         -763.733468342828         
2978.365878540866         311455163.130793          -823.8557451642456        
2988.365878540866         294100655.7551778         -879.7713805898795        
2998.365878540866         279318380.3700233         -934.4130188935777        
3008.365878540866         267949094.0569553         -982.0654531243085        
3018.365878540866         260697144.5244051         -1018.051963269103        
3028.365878540866         258084454.8120639         -1046.451807027769        
3038.365878540866         260240876.2914433         -1060.914551139471        
3048.365878540866         266912937.5806799         -1057.391538702082        
3058.365878540866         277550406.0682676         -1042.229598306964        
3068.365878540866         291343968.4778836         -1011.363077310306        
3078.365878540866         307453210.5226233         -963.8057966149073        
3088.365878540866         325058010.1179879         -908.4265662567781        
3098.365878540866         343379273.8837178         -844.6584838138716        
3108.365878540866         361783785.9897535         -773.9128911531083        
3118.365878540866         379698196.9511553         -704.2707214345351        
3128.365878540866         396626761.4509314         -635.8227528333266        
3138.365878540866         412188571.5369093         -569.3021910407532        
3148.365878540866         426017807.7542937         -509.2267205104852        
3158.365878540866         437822988.9821159         -454.6030245777314        
3168.365878540866         447386541.562795          -404.9329838932057        
3178.365878540866         454488624.308331          -361.968981766144         
3188.365878540866         458990356.1963316         -324.2498155195892        
3198.365878540866         460800038.5992302         -290.976410891543         
3208.365878540866         459829984.1589901         -262.6907299024991        
3218.365878540866         456081421.8712162         -238.1068535629602        
3228.365878540866         449583940.1497042         -216.6276227529012        
3238.365878540866         440387386.2036218         -198.3955349612897        
3248.365878540866         428633409.8218737         -182.43176025098          
3258.365878540866         414479090.3133229         -168.3890970277046        
3268.365878540866         398122784.2800266         -156.2754498521844        
3278.365878540866         379857942.4945254         -145.3353050216007        
3288.365878540866         359997867.2302401         -135.3666080488249        
3298.365878540866         338937044.5154503         -126.2707738432813        
3308.033293175144         317926860.3721387         -117.682691101005         
3318.033293175144         296109029.8249            -108.8056813351669        
3328.033293175144         274985013.4360487         -99.67458571287276        
3330.836070908288         269324978.8741428         -96.9713086891423         
3333.774216125614         263563699.685173          -94.0459840116697         
3343.774216125614         245688479.5148472         -83.36513110031912        
3350.033032599447         236278021.1733026         -76.10665542563208        
3352.939022353177         232475757.1590089         -72.59684338219543        
3354.826709615252         230213377.1420821         -70.27768507854708        
3356.533648896508         228311252.1229721         -68.16141422450529        
3358.648748135729         226143279.411306          -65.52969238840465        
3360.333372416677         224562963.4003521         -63.44244185333042        
3362.018558537067         223105854.1793422         -61.3804116079617         
3363.195689292606         222156703.7798218         -59.96741284449428        
3366.073275919556         220043938.4250147         -56.66919447630357        
3366.876584194342         219498274.6254188         -55.80396352572912        
3367.648004106337         218988608.2882497         -55.00261255389432        
3373.583679701933         215278495.4118653         -50.25044587113715        
3376.114995802553         213637234.8605778         -49.2957145987663         
3378.757673985328         211793712.0201158         -49.18630103013425        
3380.860504605447         210234956.4704112         -49.79086154795274        
3382.785249639881         208769357.7497547         -50.8716363708697         
3388.116672264903         204938652.3977973         -56.0881299183696         
3394.478145187026         202075257.9915016         -64.87818560416828        
3398.671636058632         201816920.2993023         -71.11564257919687        
3401.343140609668         202419149.5518601         -75.02567645978107        
3408.361054734141         206839421.8930383         -84.6266164273391         
3412.108837484713         210780785.9726657         -89.26031227016109        
3415.636295565313         215392925.3918669         -93.27849347323949        
3418.999382566148         220525230.0817102         -96.8016448568461         
3422.090338310325         225808866.5357068         -99.78643792867281        
3432.090338310325         245931003.751107          -108.0345589946002        
3436.831682103333         256720460.0304824         -111.4125697866171        
3441.112808373608         266962427.368621          -114.2840997704836        
3451.112808373608         292183059.0852327         -120.4185236365312        
3457.66836714833          309323885.6513063         -124.127185100211         
3463.682763789384         325228111.0637324         -127.5000305709323        
3473.682763789384         351613164.2322073         -133.4617168215172        
3483.682763789384         377444239.8727695         -139.8305685360065        
3491.557520654347         397089408.7841964         -145.3053750533101        
3499.282278199182         415534662.4956175         -151.4696632043717        
3509.282278199182         437928891.3287429         -160.6033560644484        
3519.282278199182         458376064.4287387         -171.1333342322126        
3529.282278199182         476573162.6716738         -183.9330274144932        
3539.282278199182         492283964.5537025         -199.1975641729764        
3549.282278199182         505325729.4589677         -217.2286602352531        
3559.282278199182         515510986.9857714         -239.3968246561948        
3569.282278199182         522736684.8374717         -266.0658877173033        
3579.282278199182         526942272.8534296         -297.9992725441118        
3589.282278199182         528081702.401967          -337.4304176716715        
3599.282278199182         526210845.6820012         -384.8810820826258        
3609.282278199182         521419164.0896523         -441.5454533325675        
3619.282278199182         513839410.4175957         -510.3586040232836        
3629.282278199182         503715648.4027846         -590.3092664835326        
3639.282278199182         491320201.9662959         -680.27203138855          
3649.282278199182         477005513.6632897         -779.7283900956107        
3659.282278199182         461238139.1207646         -878.5655582005533        
3669.282278199182         444519800.6658942         -965.6555836846559        
3679.282278199182         427474427.9672096         -1033.382471737934        
3689.282278199182         410830287.8391092         -1066.903005356148        
3699.282278199182         395355528.0580615         -1062.174261047832        
3709.282278199182         381932221.5697125         -1029.257085802023        
3719.282278199182         371440123.1106752         -972.1839327287527        
3729.282278199182         364679139.4709045         -901.0340063542722        
3739.282278199182         362343052.4876668         -829.526116900253         
3749.282278199182         364822453.0030846         -759.2108260521723        
3759.282278199182         372204963.2683749         -693.0986678713458        
3769.282278199182         384275499.0869969         -636.065289065986         
3779.282278199182         400497540.96436           -585.202199147103         
3789.282278199182         420203733.6875357         -540.1432812414221        
3799.282278199182         442626245.9416729         -502.6639116197155        
3809.282278199182         466959465.4156674         -469.691476053326         
3819.282278199182         492483597.550496          -440.7148856594726        
3829.282278199182         518494765.8569002         -416.8259818808188        
3839.282278199182         544361974.4225942         -395.6189355485139        
3849.282278199182         569552585.2776134         -376.9372045928387        
3859.282278199182         593543937.6169813         -361.642409142034         
3869.282278199182         615902493.4077501         -347.8913780797126        
3879.282278199182         636253865.2363188         -335.8305001758678        
3889.282278199182         654227740.8357594         -326.1520207565201        
3899.282278199182         669547883.7636976         -317.4046797338185        
3909.282278199182         681967200.5839521         -309.9647828422682        
3919.282278199182         691258425.2876022         -304.3698046358018        
3929.282278199182         697290744.2651976         -299.4308868191442        
3939.282278199182         699946042.1679837         -295.719075585191         
3949.282278199182         699153431.979983          -293.6367404385512        
3959.282278199182         694932701.8114173         -292.1622825910741        
3969.282278199182         687308471.2063054         -292.0575252821812        
3979.282278199182         676378861.8502089         -293.620215829441         
3989.282278199182         662315471.6784847         -295.9314839671507        
3999.282278199182         645293126.3533932         -299.9752680348645        
4009.282278199182         625577632.6523335         -305.9874379633636        
4019.282278199182         603483351.1961509         -313.1202568131696        
4029.282278199182         579336667.6444851         -322.6627189842063        
4039.282278199182         553564584.486298          -334.851765934123         
4049.282278199182         526621309.2147909         -348.9388255731981        
4059.282278199182         499000141.2670919         -366.6995699418272        
4069.282278199182         471300910.8858961         -388.4782094507495        
4079.282278199182         444141854.6818063         -413.7549276331671        
4089.282278199182         418217612.3111729         -445.1640419330632        
4099.282278199182         394307711.0152423         -483.3489518012111        
4109.282278199182         373172535.7656808         -528.2888522097902        
4119.282278199182         355599054.9002259         -584.1548657035539        
4129.282278199182         342277586.255199          -652.0113408307811        
4139.282278199182         333669009.9513368         -732.248203746532         
4149.282278199182         329997047.993443          -830.6449983451835        
4159.282278199182         331098099.3631651         -946.0457757599825        
4169.282278199182         336477337.3377631         -1073.251274885735        
4179.282278199182         345422173.1964817         -1209.879166531456        
4189.282278199182         357026779.5621746         -1333.916762520628        
4199.282278199182         370390762.1725315         -1412.58624445061         
4209.282278199182         384655382.5443461         -1426.819152206122        
4219.282278199182         399006740.2675928         -1360.041129214798        
4229.282278199182         412782413.9518427         -1222.170063062923        
4239.282278199182         425390124.0982254         -1054.597071283886        
4249.282278199182         436318869.9688654         -885.2890118144968        
4259.282278199182         445186919.9409758         -730.3826307977548        
4269.282278199182         451643800.1011165         -601.770339542589         
4279.282278199182         455423254.3520641         -497.7815900035433        
4289.282278199182         456350955.3949638         -413.7880270553908        
4299.282278199182         454265879.4584408         -347.9051583604457        
4309.282278199182         449100502.2243185         -295.6673759716772        
4319.282278199182         440851919.0811464         -253.4040233687311        
4329.282278199182         429532985.1864778         -219.7001326193633        
4339.282278199182         415260031.9250528         -192.1969907593823        
4349.282278199182         398198039.9987912         -169.1617422648302        
