Sail.ElapsedDays          Sail.Sun.TA               
2045.636502390942         86.61422479784565         
2050.291571169324         91.12368806816295         
2060.291571169324         99.66739888325638         
2069.66447573496          106.5180944873587         
2076.016838081818         110.6495375267295         
2082.318971712219         114.4078661358988         
2092.318971712219         119.7891235930847         
2096.763706693473         121.985438136732          
2101.149509143619         124.0501907693955         
2111.149509143619         128.4248748674257         
2121.149509143619         132.4066734809903         
2124.025829626047         133.4894208860269         
2126.674652223363         134.4642071530518         
2136.674652223363         137.968866582932          
2146.674652223363         141.2304482956295         
2156.674652223363         144.286825634112          
2159.723210913657         145.1826028973158         
2162.982546518815         146.1233349025391         
2172.982546518815         148.9090128410399         
2182.982546518815         151.559427826641          
2192.982546518815         154.0929345908366         
2202.982546518815         156.5249873503873         
2209.568809221088         158.0778357352142         
2215.830377019247         159.5217940332396         
2225.830377019247         161.7690125260666         
2235.830377019247         163.9519289024784         
2245.830377019247         166.0787974992605         
2255.830377019247         168.1569946865446         
2265.830377019247         170.193193455023          
2275.830377019247         172.1935484387114         
2285.830377019247         174.1637787836359         
2295.316479726393         176.0097034327725         
2305.316479726393         177.9361162646026         
2315.316479726393         179.847281449817          
2325.316479726393         181.7479912541261         
2335.316479726393         183.6430377801899         
2345.316479726393         185.5372853489            
2355.316479726393         187.4357613089912         
2365.316479726393         189.3437702629654         
2375.316479726393         191.2669307954308         
2385.316479726393         193.211280442481          
2394.255411669295         194.9726034185897         
2404.255411669295         196.9754853193507         
2414.255411669295         199.0205175486271         
2424.255411669295         201.1169665552865         
2434.255411669295         203.2755372081927         
2444.255411669295         205.5087838578059         
2454.255411669295         207.8316385315364         
2464.255411669295         210.2620027304703         
2474.255411669295         212.8216880646232         
2484.255411669295         215.5377096276498         
2494.255411669295         218.4440388423826         
2504.255411669295         221.5841116694535         
2514.255411669295         225.0144874131005         
2524.255411669295         228.8103018184852         
2534.255411669295         233.0724033018559         
2544.255411669295         237.9409857967445         
2554.255411669295         243.6172167429139         
2561.901704972803         248.6811145517541         
2571.901704972803         256.5888438622658         
2578.377836931253         262.7426368824315         
2584.186454068022         269.1705902564382         
2589.514819470209         276.0119313752155         
2595.418654163917         284.9056786612116         
2597.229006715625         287.9576287859254         
2601.88309540087          296.6102449951331         
2603.13175006193          299.1457667161766         
2607.559766306953         308.9349535155256         
2611.52656727457          318.8149953850566         
2612.858363723131         322.3698525215572         
2616.786967146636         333.5113022253868         
2619.754204049797         342.4867073837852         
2622.130564437804         349.9259905975655         
2624.716631846899         358.1619593278946         
2629.144927320314         12.23192904019712         
2633.544158192697         25.62997221465156         
2642.415576443604         49.25547235500588         
2650.560127121124         66.38233039256443         
2660.560127121124         82.37101207285994         
2669.691691097807         93.43709878133437         
2677.650872473361         101.1516849920284         
2684.246452870229         106.5411930915569         
2694.246452870229         113.4216718271663         
2701.58097349032          117.7125195648429         
2711.58097349032          122.7878730824391         
2721.329049905053         127.0698761458504         
2726.756148291421         129.2261730389805         
2736.756148291421         132.8526632865005         
2746.756148291421         136.1080461163839         
2756.756148291421         139.0626934928005         
2764.23057963933          141.1070427662635         
2771.50046968093          142.9801472691196         
2781.50046968093          145.3959907904749         
2791.50046968093          147.651372752272          
2801.50046968093          149.7693420126874         
2811.50046968093          151.7687335761618         
2821.50046968093          153.6650670727139         
2831.50046968093          155.471514270287          
2841.50046968093          157.1991968202366         
2851.50046968093          158.8573087528536         
2861.50046968093          160.4537559551385         
2871.50046968093          161.9953915622796         
2881.50046968093          163.4881995518579         
2891.50046968093          164.937481112765          
2901.50046968093          166.3479739731394         
2911.50046968093          167.723890868987          
2920.042518271624         168.8746938881179         
2928.365878540866         169.9765433711727         
2938.365878540866         171.2775387986729         
2948.365878540866         172.5564183081736         
2958.365878540866         173.8159263789111         
2968.365878540866         175.0586333928737         
2978.365878540866         176.2869943933997         
2988.365878540866         177.5033739673975         
2998.365878540866         178.710028382382          
3008.365878540866         179.9091532106629         
3018.365878540866         181.102915663511          
3028.365878540866         182.293474418515          
3038.365878540866         183.4829994019344         
3048.365878540866         184.6736918484158         
3058.365878540866         185.8678150021189         
3068.365878540866         187.0677439496943         
3078.365878540866         188.2759542829643         
3088.365878540866         189.4950417158639         
3098.365878540866         190.7277535752499         
3108.365878540866         191.9770258681298         
3118.365878540866         193.2461171186422         
3128.365878540866         194.5386159785773         
3138.365878540866         195.8585121137856         
3148.365878540866         197.2103033528464         
3158.365878540866         198.5991184628879         
3168.365878540866         200.0307913121902         
3178.365878540866         201.5120568142624         
3188.365878540866         203.0507987995031         
3198.365878540866         204.656334234694          
3208.365878540866         206.3397927841709         
3218.365878540866         208.1146280839286         
3228.365878540866         209.9973191249597         
3238.365878540866         212.0083719691186         
3248.365878540866         214.1736914759962         
3258.365878540866         216.5265061311154         
3268.365878540866         219.1103839700276         
3278.365878540866         221.9838035672439         
3288.365878540866         225.2273631525677         
3298.365878540866         228.9553782758035         
3308.033293175144         233.1768131109763         
3318.033293175144         238.4322518280236         
3328.033293175144         245.003301141174          
3330.836070908288         247.1676867916564         
3333.774216125614         249.6280645944086         
3343.774216125614         259.9309750562436         
3350.033032599447         268.5453236723799         
3352.939022353177         273.3599235766757         
3354.826709615252         276.8337220696094         
3356.533648896508         280.2436882308942         
3358.648748135729         284.8685428018143         
3360.333372416677         288.9065810191511         
3362.018558537067         293.2967938413232         
3363.195689292606         296.590263537008          
3366.073275919556         305.5077900287508         
3366.876584194342         308.2325551456661         
3367.648004106337         310.9507689119393         
3373.583679701933         335.2285650089258         
3376.114995802553         347.1493404174299         
3378.757673985328         0.1084101999494659        
3380.860504605447         10.43336571637986         
3382.785249639881         19.63063471909864         
3388.116672264903         42.51969276213944         
3394.478145187026         63.64869818002132         
3398.671636058632         74.2946797578555          
3401.343140609668         80.00287657235398         
3408.361054734141         92.01180442618559         
3412.108837484713         97.09231770437957         
3415.636295565313         101.2468248939434         
3418.999382566148         104.7479818977152         
3422.090338310325         107.6372204052639         
3432.090338310325         115.3484327295726         
3436.831682103333         118.3452166932968         
3441.112808373608         120.7769557811573         
3451.112808373608         125.6633734951408         
3457.66836714833          128.3959299770406         
3463.682763789384         130.6483251501539         
3473.682763789384         133.9616220441156         
3483.682763789384         136.8479249490691         
3491.557520654347         138.8824625288736         
3499.282278199182         140.710760968061          
3509.282278199182         142.87196657142           
3519.282278199182         144.8392623156683         
3529.282278199182         146.6447212378325         
3539.282278199182         148.3133827060422         
3549.282278199182         149.8651396587017         
3559.282278199182         151.3160336860497         
3569.282278199182         152.6793285311878         
3579.282278199182         153.9660517521282         
3589.282278199182         155.185153578709          
3599.282278199182         156.3442229958869         
3609.282278199182         157.4497260120266         
3619.282278199182         158.5071798857534         
3629.282278199182         159.5213482369974         
3639.282278199182         160.4963771760019         
3649.282278199182         161.4358969171058         
3659.282278199182         162.3431016589204         
3669.282278199182         163.2208091453657         
3679.282278199182         164.0715256378005         
3689.282278199182         164.8975331799968         
3699.282278199182         165.7008767349887         
3709.282278199182         166.4833846047591         
3719.282278199182         167.2467589988312         
3729.282278199182         167.9925207389966         
3739.282278199182         168.722039197551          
3749.282278199182         169.4365689319074         
3759.282278199182         170.1372569434494         
3769.282278199182         170.8251717462133         
3779.282278199182         171.5013331998093         
3789.282278199182         172.166673010818          
3799.282278199182         172.8220492575441         
3809.282278199182         173.4682674087122         
3819.282278199182         174.1060864116301         
3829.282278199182         174.7362226654359         
3839.282278199182         175.3593522822476         
3849.282278199182         175.9761146862256         
3859.282278199182         176.5871394351897         
3869.282278199182         177.1930442807604         
3879.282278199182         177.7944071826627         
3889.282278199182         178.3917871665585         
3899.282278199182         178.9857336344226         
3909.282278199182         179.5767877009357         
3919.282278199182         180.1654831024146         
3929.282278199182         180.7523463766709         
3939.282278199182         181.3379046086272         
3949.282278199182         181.9227065378077         
3959.282278199182         182.5072956200099         
3969.282278199182         183.0922045489067         
3979.282278199182         183.6779759067027         
3989.282278199182         184.265164403515          
3999.282278199182         184.8543371130378         
4009.282278199182         185.4460745849277         
4019.282278199182         186.0409736236122         
4029.282278199182         186.639664971646          
4039.282278199182         187.2428174868045         
4049.282278199182         187.8510979405294         
4059.282278199182         188.4652161666034         
4069.282278199182         189.0859336664517         
4079.282278199182         189.7140662463584         
4089.282278199182         190.3504895088724         
4099.282278199182         190.9961461870457         
4109.282278199182         191.6520589501287         
4119.282278199182         192.3193639259607         
4129.282278199182         192.999308721703          
4139.282278199182         193.6932303479256         
4149.282278199182         194.4026087605065         
4159.282278199182         195.1290951918731         
4169.282278199182         195.8745333683841         
4179.282278199182         196.6409893357783         
4189.282278199182         197.4307893384701         
4199.282278199182         198.2465755465627         
4209.282278199182         199.0913929776891         
4219.282278199182         199.9687245133936         
4229.282278199182         200.8825640129027         
4239.282278199182         201.8375805255586         
4249.282278199182         202.8392747551893         
4259.282278199182         203.8941782506204         
4269.282278199182         205.0101220513451         
4279.282278199182         206.1965993549524         
4289.282278199182         207.4652755539392         
4299.282278199182         208.8307066165188         
4309.282278199182         210.3112616300316         
4319.282278199182         211.9305527112801         
4329.282278199182         213.7196217939448         
4339.282278199182         215.7202612829914         
4349.282278199182         217.9903580601446         
4359.282278199182         220.6128923576249         
4369.282278199182         223.7119347274792         
4379.282278199182         227.4830742192732         
4389.282278199182         232.2551592655973         
4399.282278199182         238.6349806265883         
4406.779128694547         245.1873063243425         
4416.779128694547         258.4677105344308         
4418.409309407998         261.4603158912111         
4419.912814669104         264.5265959599381         
4422.902821525819         271.7155808326522         
4423.604903548799         273.6590616681285         
4424.259691729025         275.5747676488199         
4426.480388600594         282.9277337455957         
4427.013415537218         284.9179389945917         
4429.243723122247         294.3968291743233         
4431.49707486347          306.247904406589          
4432.623570186774         313.1895272617223         
4433.417949424311         318.5272068449925         
4435.204783036355         331.8728518308333         
4436.823222933916         345.3627090138468         
4439.068495199401         5.231568926561639         
4441.327846775599         24.63571380106943         
4443.530261070027         41.30476122516599         
4446.941090381228         61.61219402023053         
4447.988683186126         66.62455746790209         
4449.235214505246         71.96217236911626         
4451.268983278151         79.42999110028849         
4453.011124931651         84.82591262187862         
4454.728431222236         89.42148230546755         
4456.193052461345         92.8746855262107          
4457.70939988692          96.07267446368131         
4462.185642510853         103.7950487518599         
4467.370854016783         110.5074874126326         
4472.045019922272         115.2190289034214         
4482.045019922272         122.6875788122585         
4488.846660403015         126.4785595787893         
4498.846660403015         130.8863032307225         
4508.463796475404         134.2437221200913         
4518.463796475404         137.1096318125216         
4523.578904092861         138.3899109056855         
4529.469030140204         139.7390612262191         
4539.469030140204         141.7768678874899         
4549.469030140204         143.5587851771725         
4559.469030140204         145.1378120521955         
4569.469030140204         146.5525937204041         
4579.469030140204         147.8320520074987         
4589.469030140204         148.9983189498822         
4599.469030140204         150.068684431407          
4609.469030140204         151.0569003465729         
4618.73012900144          151.9086823944087         
4628.73012900144          152.768556981961          
4638.73012900144          153.5735818048193         
4648.73012900144          154.3300427981486         
4658.73012900144          155.0432906461729         
4668.73012900144          155.7178640336448         
4678.73012900144          156.3576301072146         
4688.73012900144          156.9659245779507         
4698.73012900144          157.5456450236758         
4708.73012900144          158.0993212010848         
4718.73012900144          158.6291675497724         
4728.73012900144          159.1371176018156         
4738.73012900144          159.6248932404756         
4748.73012900144          160.094072800564          
4758.73012900144          160.5460438730164         
4768.73012900144          160.9820330224326         
4778.73012900144          161.4031441175784         
4788.73012900144          161.8103755037747         
4798.73012900144          162.2046316181305         
4808.73012900144          162.5867277723643         
4818.73012900144          162.9573889235142         
4828.73012900144          163.3173012462494         
4838.73012900144          163.6671316767307         
4848.73012900144          164.0074678312515         
4858.73012900144          164.3388413154716         
4868.73012900144          164.6617459848876         
4878.73012900144          164.9766417434821         
4888.73012900144          165.2839552115264         
4898.73012900144          165.5840741556493         
4908.73012900144          165.8773561339415         
4918.73012900144          166.1641604681237         
4928.73012900144          166.4448338556076         
4938.73012900144          166.7196712215547         
4948.73012900144          166.9889398560701         
4958.73012900144          167.2528899363323         
4968.73012900144          167.5117556776458         
4978.73012900144          167.7657542392113         
4988.73012900144          168.0150778620483         
4998.73012900144          168.2598962828963         
5008.73012900144          168.500409061881          
5018.73012900144          168.7368102913501         
5028.73012900144          168.9692606971391         
5038.73012900144          169.1979105511404         
5048.73012900144          169.4229056632892         
5058.73012900144          169.644387245555          
5068.73012900144          169.8624892527151         
5078.73012900144          170.0773289288802         
5088.73012900144          170.2890177775213         
5098.73012900144          170.4977031203709         
5108.73012900144          170.7035188193065         
5118.73012900144          170.9065753680509         
5128.73012900144          171.1069774514904         
5138.73012900144          171.3048259950982         
5148.73012900144          171.5002167097479         
5158.73012900144          171.6932360970881         
5168.73012900144          171.8839525608233         
5178.73012900144          172.0724374388374         
5188.73012900144          172.2587897291745         
5198.73012900144          172.4430868797224         
5208.73012900144          172.6253902365884         
5218.73012900144          172.805758456763          
5228.73012900144          172.9842488115873         
5238.73012900144          173.1609163130459         
5248.73012900144          173.3358097332502         
5258.73012900144          173.5089658490103         
5268.73012900144          173.6804378452656         
5278.73012900144          173.8502990760012         
5288.73012900144          174.0186032400058         
5298.73012900144          174.1853972824214         
5308.73012900144          174.3507293561281         
5318.73012900144          174.5146484262532         
5328.73012900144          174.6772023548302         
5338.73012900144          174.8384326699625         
5348.73012900144          174.9983726748006         
5358.73012900144          175.1570766213579         
5368.73012900144          175.3146039566859         
5378.73012900144          175.4709946251898         
5388.73012900144          175.6262836988172         
5398.73012900144          175.7805055692762         
5408.73012900144          175.9336933655368         
5418.73012900144          176.0858773651984         
5428.73012900144          176.2370806319032         
5438.73012900144          176.3873240433426         
5448.73012900144          176.5366505114547         
5458.73012900144          176.685098126488          
5468.73012900144          176.8326921568281         
5478.73012900144          176.9794577597133         
5488.73012900144          177.1254215983506         
5498.73012900144          177.2706109274126         
5508.73012900144          177.4150516182907         
5518.73012900144          177.5587646266258         
5528.73012900144          177.7017767685157         
5538.73012900144          177.8441322458752         
5548.73012900144          177.9858634519166         
5558.73012900144          178.1269950499224         
5568.73012900144          178.2675519981815         
5578.73012900144          178.4075590509687         
5588.73012900144          178.5470393640539         
5598.73012900144          178.6860123089614         
5608.73012900144          178.8244924732031         
5618.73012900144          178.9625046205402         
5628.73012900144          179.1000801434992         
5638.73012900144          179.2372360499643         
5648.73012900144          179.3739866129948         
5658.73012900144          179.5103477796905         
5668.73012900144          179.6463364163256         
5678.73012900144          179.7819693288571         
5688.73012900144          179.917261652081          
5698.73012900144          180.0522298871474         
5708.73012900144          180.1869061005058         
5718.73012900144          180.3213201768231         
5728.73012900144          180.455491922271          
5738.73012900144          180.5894434203285         
5748.73012900144          180.7231994384834         
5758.73012900144          180.8567856818809         
5768.73012900144          180.9902271443555         
5778.73012900144          181.1235466892966         
5788.73012900144          181.2567723723267         
5798.73012900144          181.3899443605592         
5808.73012900144          181.5230893359516         
5818.73012900144          181.6562269967417         
5828.73012900144          181.7893796788458         
5838.73012900144          181.9225709096877         
5848.73012900144          182.0558241238882         
5858.73012900144          182.1891617041084         
5868.73012900144          182.3226059103397         
5878.73012900144          182.4561912921523         
5888.73012900144          182.5899593794252         
5898.73012900144          182.7239350107662         
5908.73012900144          182.8581437474301         
5918.73012900144          182.9926163586588         
5928.73012900144          183.1273856977975         
5938.73012900144          183.2624847620486         
5948.73012900144          183.3979451037622         
5958.73012900144          183.533799739688          
5968.73012900144          183.6700968368457         
5978.73012900144          183.8068778103288         
5988.73012900144          183.9441638223905         
5998.73012900144          184.0819775393793         
6008.73012900144          184.2203424620995         
6018.73012900144          184.3592794788346         
6028.73012900144          184.4988054572117         
6038.73012900144          184.6389329857668         
6048.73012900144          184.7796776389131         
6058.73012900144          184.9210713920749         
6068.73012900144          185.0631294478873         
6078.73012900144          185.2058540386446         
6088.73012900144          185.3492561371517         
6098.73012900144          185.4933520767189         
6108.73012900144          185.6381608244437         
6118.73012900144          185.7837029152381         
6128.73012900144          185.93000107297           
6138.73012900144          186.077093138472          
6148.73012900144          186.2250353284134         
6158.73012900144          186.3738592748998         
6168.73012900144          186.5235935948089         
6178.73012900144          186.6742785429073         
6188.73012900144          186.8259593159099         
6198.73012900144          186.978682547461          
6208.73012900144          187.1324944386988         
6218.73012900144          187.287442492495          
6228.73012900144          187.4435930621499         
6238.73012900144          187.6010194498472         
6248.73012900144          187.7597619978327         
6258.73012900144          187.9198637483156         
6268.73012900144          188.0813779579887         
6278.73012900144          188.2443616296056         
6288.73012900144          188.4088734913352         
6298.73012900144          188.5749735198739         
6308.73012900144          188.7427287379426         
6318.73012900144          188.9122349436099         
6328.73012900144          189.0835864587132         
6338.73012900144          189.2568504237754         
6348.73012900144          189.4321087394219         
6358.73012900144          189.60945793585           
6368.73012900144          189.7890026044246         
6378.73012900144          189.9708532387252         
6388.73012900144          190.1551256417278         
6398.73012900144          190.3419504039915         
6408.73012900144          190.5314932073496         
6418.73012900144          190.7239054181676         
6428.73012900144          190.9193195987027         
6438.73012900144          191.117889179997          
6448.73012900144          191.3197826304845         
6458.73012900144          191.5251778664761         
6468.73012900144          191.7342609528865         
6478.73012900144          191.9472273209946         
6488.73012900144          192.1642980892893         
6498.73012900144          192.3857353199067         
6508.73012900144          192.6117820391914         
6518.73012900144          192.8426839917952         
6528.73012900144          193.0787235675899         
6538.73012900144          193.320213326387          
6548.73012900144          193.5674938868526         
6558.73012900144          193.8209353826896         
6568.73012900144          194.0809426543257         
6578.73012900144          194.3479802115101         
6588.73012900144          194.6225771624937         
6598.73012900144          194.9052684467564         
6608.73012900144          195.1966405640176         
6618.73012900144          195.4973592216734         
6628.73012900144          195.808167940747          
6638.73012900144          196.1298942978925         
6648.73012900144          196.4634607875555         
6658.73012900144          196.8099035864681         
6668.73012900144          197.17041691899           
6678.73012900144          197.5463581338226         
6688.73012900144          197.9392215282582         
6698.73012900144          198.3507243919698         
6708.73012900144          198.7828609853183         
6718.73012900144          199.2379494566251         
6728.73012900144          199.7187003754537         
6738.73012900144          200.228307929249          
6748.73012900144          200.7705770422585         
6758.73012900144          201.3501112571203         
6768.73012900144          201.9724915808058         
6778.73012900144          202.6445334138523         
6788.73012900144          203.3747461615614         
6798.73012900144          204.1739177430897         
6808.73012900144          205.0559606670012         
6818.73012900144          206.0391968981019         
6828.73012900144          207.1483659105098         
6838.73012900144          208.4179006108552         
6848.73012900144          209.8975362148817         
6858.73012900144          211.6624023827725         
6868.73012900144          213.8328842201            
6878.73012900144          216.6177689199458         
6888.73012900144          220.4215475149051         
6898.73012900144          226.1717209913455         
6906.229428652867         233.2716522701008         
6908.800643776307         236.8281173358797         
6911.328646791979         241.3247262028715         
6914.618003321306         249.6862228680204         
6915.666149963512         253.3246518398986         
6917.624163415177         262.283211126743          
6918.40642865621          267.0187975603365         
6919.122777423047         272.2011343114739         
